airline,date,sentiment,pk
iberia,2017-11-29,positive,7407
iberia,2017-11-27,neutral,7408
other,2017-11-03,positive,7409
iberia,2017-12-19,positive,7410
other,2017-12-03,neutral,7411
iberia,2017-12-18,negative,7412
other,2017-12-19,negative,7413
iberia,2017-12-14,negative,7414
other,2017-12-14,negative,7415
iberia,2017-11-14,neutral,7416
iberia,2017-12-16,neutral,7417
other,2017-10-27,neutral,7418
other,2017-12-13,positive,7419
other,2017-12-05,negative,7420
iberia,2017-12-29,negative,7421
iberia,2018-01-04,negative,7422
iberia,2017-12-02,negative,7423
other,2017-11-09,neutral,7424
other,2017-11-09,neutral,7425
other,2017-11-09,neutral,7426
iberia,2017-11-09,neutral,7427
other,2017-11-09,neutral,7428
other,2017-11-09,neutral,7429
other,2017-11-09,neutral,7430
other,2017-11-09,neutral,7431
other,2017-11-09,neutral,7432
iberia,2017-11-06,positive,7433
other,2017-11-23,neutral,7434
other,2017-12-19,neutral,7435
iberia,2017-10-30,neutral,7436
iberia,2017-12-18,negative,7437
iberia,2017-12-18,positive,7438
iberia,2017-11-16,positive,7439
iberia,2018-01-08,neutral,7440
iberia,2017-10-25,neutral,7441
iberia,2017-12-19,negative,7442
iberia,2017-12-15,negative,7443
other,2017-12-15,negative,7444
other,2017-11-17,negative,7445
ryanair,2017-11-17,negative,7446
ryanair,2017-11-17,negative,7447
iberia,2017-11-14,negative,7448
other,2018-01-08,negative,7449
iberia,2018-01-08,negative,7450
iberia,2017-11-04,negative,7451
iberia,2017-11-21,neutral,7452
iberia,2017-12-23,negative,7453
iberia,2017-12-19,neutral,7454
iberia,2017-12-01,negative,7455
other,2017-12-01,negative,7456
iberia,2017-12-14,positive,7457
other,2017-12-14,positive,7458
other,2017-11-30,positive,7459
other,2017-11-30,positive,7460
other,2017-11-30,positive,7461
other,2017-11-30,positive,7462
other,2017-11-30,positive,7463
other,2017-11-30,positive,7464
other,2017-11-30,positive,7465
other,2017-11-30,positive,7466
other,2017-11-30,positive,7467
other,2017-12-14,neutral,7468
iberia,2017-12-14,neutral,7469
iberia,2017-12-24,neutral,7470
iberia,2017-11-24,neutral,7471
iberia,2017-11-05,neutral,7472
iberia,2017-12-14,positive,7473
iberia,2017-12-04,neutral,7474
iberia,2017-11-28,positive,7475
other,2017-10-31,negative,7476
iberia,2017-10-31,negative,7477
ryanair,2018-01-02,negative,7478
iberia,2017-12-29,negative,7479
other,2017-10-26,positive,7480
other,2018-01-02,neutral,7481
other,2018-01-02,neutral,7482
iberia,2018-01-02,neutral,7483
other,2018-01-02,neutral,7484
other,2018-01-02,neutral,7485
other,2018-01-02,neutral,7486
other,2018-01-02,neutral,7487
other,2018-01-02,neutral,7488
other,2018-01-02,neutral,7489
other,2017-11-13,negative,7490
iberia,2017-12-27,neutral,7491
iberia,2017-11-29,neutral,7492
iberia,2017-11-02,negative,7493
other,2017-11-02,negative,7494
other,2017-11-02,negative,7495
iberia,2017-11-21,negative,7496
iberia,2017-12-15,negative,7497
iberia,2017-11-13,negative,7498
ryanair,2017-11-21,neutral,7499
iberia,2017-12-21,negative,7500
other,2017-12-16,neutral,7501
other,2018-01-08,positive,7502
other,2017-12-25,positive,7503
iberia,2017-12-25,positive,7504
other,2017-11-14,negative,7505
other,2017-11-14,negative,7506
other,2017-11-14,negative,7507
ryanair,2017-12-18,neutral,7508
iberia,2017-11-25,positive,7509
other,2018-01-02,neutral,7510
iberia,2018-01-02,neutral,7511
other,2018-01-02,neutral,7512
iberia,2018-01-02,neutral,7513
iberia,2017-12-26,negative,7514
iberia,2017-12-15,positive,7515
iberia,2017-12-17,neutral,7516
other,2017-12-30,neutral,7517
ryanair,2017-11-16,neutral,7518
ryanair,2017-11-16,neutral,7519
iberia,2017-12-13,negative,7520
other,2017-12-28,neutral,7521
ryanair,2017-12-28,neutral,7522
vueling,2017-12-18,neutral,7523
other,2018-01-04,negative,7524
other,2017-12-05,neutral,7525
iberia,2017-12-05,neutral,7526
iberia,2017-12-05,neutral,7527
other,2017-10-27,neutral,7528
iberia,2017-10-27,neutral,7529
other,2017-11-07,negative,7530
iberia,2017-11-07,negative,7531
iberia,2017-12-04,negative,7532
other,2017-11-04,neutral,7533
iberia,2017-10-31,negative,7534
iberia,2018-01-03,negative,7535
iberia,2018-01-03,negative,7536
aena,2018-01-04,neutral,7537
other,2017-12-22,neutral,7538
other,2017-12-13,neutral,7539
iberia,2017-12-13,neutral,7540
other,2017-12-13,neutral,7541
other,2017-10-25,neutral,7542
iberia,2017-12-16,negative,7543
iberia,2018-01-04,negative,7544
other,2017-11-05,neutral,7545
iberia,2017-11-05,neutral,7546
other,2018-01-03,neutral,7547
iberia,2017-11-29,negative,7548
iberia,2018-01-04,neutral,7549
iberia,2017-11-30,neutral,7550
ryanair,2017-11-30,positive,7551
iberia,2017-12-16,neutral,7552
iberia,2017-11-16,positive,7553
iberia,2017-11-29,negative,7554
other,2017-12-13,neutral,7555
iberia,2017-12-13,neutral,7556
other,2017-12-23,positive,7557
ryanair,2017-12-29,positive,7558
iberia,2017-11-17,positive,7559
iberia,2018-01-08,negative,7560
other,2017-11-27,negative,7561
iberia,2017-11-27,negative,7562
ryanair,2017-11-27,negative,7563
other,2017-11-26,negative,7564
other,2017-11-26,negative,7565
iberia,2017-11-26,negative,7566
other,2017-12-18,neutral,7567
iberia,2017-10-26,negative,7568
iberia,2017-11-24,positive,7569
other,2017-11-24,negative,7570
other,2017-10-26,positive,7571
iberia,2017-10-26,positive,7572
iberia,2017-11-27,negative,7573
iberia,2017-11-15,positive,7574
other,2017-11-15,positive,7575
iberia,2017-11-28,negative,7576
other,2018-01-02,neutral,7577
other,2017-11-23,negative,7578
other,2017-11-23,negative,7579
iberia,2017-11-23,negative,7580
other,2017-11-23,negative,7581
iberia,2017-12-13,neutral,7582
iberia,2017-11-20,negative,7583
iberia,2017-11-27,negative,7584
iberia,2017-11-27,negative,7585
other,2017-11-27,negative,7586
ryanair,2017-12-06,negative,7587
ryanair,2017-12-06,negative,7588
airnostrum,2017-11-07,negative,7589
iberia,2017-11-07,negative,7590
other,2017-11-05,neutral,7591
iberia,2017-11-05,neutral,7592
other,2017-12-15,negative,7593
other,2017-12-15,negative,7594
other,2017-12-15,negative,7595
other,2017-12-16,positive,7596
other,2017-12-16,positive,7597
other,2017-12-16,positive,7598
iberia,2017-11-30,negative,7599
other,2017-11-30,negative,7600
other,2017-11-30,negative,7601
iberia,2018-01-01,negative,7602
other,2017-12-13,neutral,7603
other,2017-12-13,neutral,7604
iberia,2017-12-13,neutral,7605
iberia,2017-12-13,neutral,7606
other,2017-12-04,neutral,7607
other,2017-12-04,neutral,7608
ryanair,2017-12-04,neutral,7609
other,2017-12-30,positive,7610
iberia,2017-12-30,positive,7611
iberia,2017-12-30,positive,7612
iberia,2017-12-04,neutral,7613
other,2018-01-04,negative,7614
iberia,2017-11-03,negative,7615
iberia,2017-12-22,negative,7616
other,2017-12-22,negative,7617
iberia,2017-12-28,negative,7618
iberia,2017-12-29,negative,7619
iberia,2017-12-29,negative,7620
other,2017-12-02,negative,7621
iberia,2017-12-02,negative,7622
iberia,2017-10-30,negative,7623
other,2017-10-30,negative,7624
iberia,2017-11-21,positive,7625
iberia,2017-11-25,neutral,7626
other,2017-11-25,neutral,7627
iberia,2017-12-18,negative,7628
iberia,2017-11-25,negative,7629
iberia,2017-11-17,neutral,7630
iberia,2017-11-23,neutral,7631
other,2017-12-23,negative,7632
other,2017-12-26,neutral,7633
other,2017-12-26,neutral,7634
other,2017-12-26,neutral,7635
ryanair,2017-12-26,neutral,7636
ryanair,2017-12-26,neutral,7637
iberia,2017-11-15,negative,7638
avianca,2017-11-15,negative,7639
iberia,2017-12-04,neutral,7640
iberia,2017-12-22,negative,7641
iberia,2017-11-29,positive,7642
iberia,2017-11-22,negative,7643
other,2017-12-05,positive,7644
iberia,2017-12-05,positive,7645
other,2017-11-06,neutral,7646
iberia,2017-10-25,positive,7647
iberia,2018-01-04,neutral,7648
iberia,2017-12-14,negative,7649
iberia,2017-11-07,positive,7650
iberia,2017-11-13,negative,7651
other,2017-11-13,negative,7652
iberia,2017-12-04,negative,7653
other,2018-01-08,negative,7654
other,2017-12-14,negative,7655
iberia,2017-11-22,positive,7656
iberia,2017-11-29,positive,7657
iberia,2017-11-30,negative,7658
iberia,2017-12-14,positive,7659
other,2018-01-02,neutral,7660
iberia,2017-12-14,positive,7661
iberia,2017-11-27,negative,7662
ryanair,2017-11-30,neutral,7663
other,2017-11-30,negative,7664
iberia,2017-12-19,negative,7665
other,2017-10-25,negative,7666
ryanair,2017-10-25,negative,7667
ryanair,2017-10-25,negative,7668
ryanair,2017-12-19,neutral,7669
ryanair,2017-12-19,neutral,7670
vueling,2017-10-26,neutral,7671
iberia,2017-12-26,neutral,7672
other,2017-11-03,negative,7673
other,2017-11-03,negative,7674
other,2017-11-03,negative,7675
other,2017-11-07,neutral,7676
other,2017-12-26,negative,7677
other,2017-12-26,negative,7678
other,2017-12-26,negative,7679
other,2017-12-26,negative,7680
other,2017-12-26,negative,7681
vueling,2017-12-26,negative,7682
iberia,2017-12-26,negative,7683
vueling,2017-12-26,negative,7684
other,2017-12-19,negative,7685
other,2017-12-19,negative,7686
iberia,2017-12-19,negative,7687
other,2017-11-05,positive,7688
iberia,2017-12-02,neutral,7689
iberia,2017-12-02,neutral,7690
iberia,2017-12-24,negative,7691
other,2017-12-16,neutral,7692
iberia,2017-12-05,negative,7693
other,2017-12-05,negative,7694
other,2017-11-13,negative,7695
iberia,2017-11-13,negative,7696
other,2017-12-24,neutral,7697
ryanair,2017-11-20,positive,7698
iberia,2017-11-03,neutral,7699
other,2017-11-14,neutral,7700
other,2017-11-27,negative,7701
iberia,2017-11-27,negative,7702
iberia,2017-12-27,negative,7703
iberia,2017-11-06,negative,7704
iberia,2017-11-14,positive,7705
other,2017-11-14,positive,7706
ryanair,2017-11-30,negative,7707
iberia,2017-12-16,positive,7708
other,2017-10-31,negative,7709
iberia,2017-10-31,negative,7710
other,2017-11-02,negative,7711
iberia,2018-01-08,negative,7712
iberia,2017-11-28,negative,7713
iberia,2017-11-28,negative,7714
iberia,2017-11-07,positive,7715
ryanair,2017-10-26,neutral,7716
ryanair,2017-10-26,neutral,7717
iberia,2017-12-28,negative,7718
iberia,2017-12-25,negative,7719
iberia,2017-12-12,negative,7720
other,2017-11-20,negative,7721
iberia,2017-11-24,neutral,7722
other,2017-12-15,neutral,7723
iberia,2017-12-15,neutral,7724
other,2017-12-04,negative,7725
iberia,2017-12-04,negative,7726
other,2017-12-04,negative,7727
aena,2017-11-14,positive,7728
iberia,2017-11-14,positive,7729
aireuropa,2017-11-14,positive,7730
vueling,2017-11-14,positive,7731
other,2017-12-12,neutral,7732
other,2017-11-13,negative,7733
other,2018-01-04,negative,7734
other,2018-01-04,negative,7735
iberia,2017-12-13,negative,7736
other,2017-12-19,neutral,7737
iberia,2017-11-30,negative,7738
aena,2017-11-30,negative,7739
other,2017-11-16,negative,7740
airnostrum,2017-12-14,positive,7741
iberia,2017-12-14,positive,7742
ryanair,2017-12-14,negative,7743
other,2017-11-20,neutral,7744
iberia,2017-11-27,positive,7745
other,2017-11-28,neutral,7746
other,2017-11-28,neutral,7747
iberia,2017-12-18,positive,7748
other,2017-12-13,negative,7749
other,2017-12-13,negative,7750
other,2017-12-13,negative,7751
other,2017-11-24,negative,7752
iberia,2017-11-24,negative,7753
iberia,2017-10-27,negative,7754
iberia,2017-12-15,negative,7755
iberia,2017-12-18,negative,7756
iberia,2017-11-14,neutral,7757
other,2017-12-26,negative,7758
ryanair,2017-12-26,negative,7759
other,2017-12-26,negative,7760
other,2017-12-26,negative,7761
other,2017-12-26,negative,7762
other,2017-12-26,negative,7763
other,2017-12-26,negative,7764
other,2017-12-26,negative,7765
other,2017-12-13,negative,7766
other,2017-12-13,negative,7767
other,2017-12-13,negative,7768
other,2017-12-13,negative,7769
other,2017-12-13,negative,7770
ryanair,2017-12-13,negative,7771
ryanair,2017-11-16,negative,7772
ryanair,2017-11-16,negative,7773
iberia,2017-12-14,positive,7774
iberia,2017-10-25,neutral,7775
iberia,2017-11-23,neutral,7776
other,2017-12-26,negative,7777
iberia,2017-12-26,negative,7778
iberia,2017-11-13,neutral,7779
ryanair,2017-12-02,negative,7780
other,2017-11-03,neutral,7781
iberia,2017-12-13,positive,7782
other,2017-11-07,negative,7783
other,2017-11-07,negative,7784
other,2017-12-19,neutral,7785
other,2017-12-19,neutral,7786
iberia,2017-12-19,neutral,7787
airnostrum,2017-12-19,neutral,7788
other,2017-11-28,neutral,7789
iberia,2017-12-17,neutral,7790
ryanair,2017-12-28,negative,7791
ryanair,2017-12-28,negative,7792
iberia,2017-11-09,negative,7793
ryanair,2017-11-16,negative,7794
other,2018-01-08,positive,7795
other,2017-12-13,neutral,7796
other,2017-12-13,neutral,7797
iberia,2017-12-13,neutral,7798
iberia,2017-12-13,neutral,7799
other,2018-01-03,negative,7800
iberia,2017-11-29,negative,7801
iberia,2017-11-07,negative,7802
other,2018-01-03,negative,7803
iberia,2018-01-03,negative,7804
other,2017-11-06,neutral,7805
other,2017-11-06,neutral,7806
iberia,2017-12-18,negative,7807
other,2017-12-22,negative,7808
iberia,2017-12-22,negative,7809
other,2017-12-22,negative,7810
other,2017-12-03,positive,7811
iberia,2017-12-03,positive,7812
other,2017-12-03,positive,7813
other,2017-12-03,positive,7814
other,2017-12-03,positive,7815
other,2017-12-03,positive,7816
other,2017-12-03,positive,7817
other,2017-12-03,positive,7818
other,2017-12-03,positive,7819
iberia,2017-12-26,negative,7820
ryanair,2017-11-23,negative,7821
iberia,2017-11-21,negative,7822
iberia,2017-12-22,negative,7823
iberia,2018-01-03,neutral,7824
other,2017-12-14,neutral,7825
iberia,2017-12-14,neutral,7826
iberia,2017-11-17,neutral,7827
iberia,2017-12-14,negative,7828
other,2017-12-14,negative,7829
iberia,2017-12-18,neutral,7830
other,2017-11-16,negative,7831
iberia,2017-10-25,negative,7832
other,2017-12-15,positive,7833
other,2017-12-12,negative,7834
other,2017-12-12,negative,7835
iberia,2017-12-12,negative,7836
iberia,2017-12-12,negative,7837
iberia,2017-11-03,negative,7838
ryanair,2018-01-03,negative,7839
other,2017-12-06,neutral,7840
ryanair,2017-12-06,neutral,7841
iberia,2017-11-21,neutral,7842
iberia,2017-11-02,negative,7843
iberia,2017-12-21,negative,7844
iberia,2017-11-16,neutral,7845
other,2017-12-14,negative,7846
iberia,2017-12-14,negative,7847
other,2017-12-14,negative,7848
ryanair,2017-12-30,negative,7849
iberia,2017-12-28,negative,7850
other,2017-10-25,negative,7851
iberia,2017-11-24,neutral,7852
iberia,2017-11-17,negative,7853
iberia,2018-01-08,negative,7854
aena,2017-11-30,negative,7855
iberia,2017-11-30,negative,7856
iberia,2017-12-19,negative,7857
vueling,2017-12-19,negative,7858
iberia,2017-12-19,negative,7859
iberia,2017-11-28,negative,7860
iberia,2017-12-05,negative,7861
iberia,2017-12-05,negative,7862
ryanair,2018-01-03,neutral,7863
other,2017-11-06,positive,7864
iberia,2017-11-06,positive,7865
iberia,2017-11-17,neutral,7866
iberia,2017-10-30,negative,7867
other,2017-10-30,negative,7868
other,2017-10-30,negative,7869
iberia,2017-11-22,negative,7870
other,2017-12-05,neutral,7871
other,2017-12-05,neutral,7872
iberia,2017-12-05,neutral,7873
iberia,2017-11-22,negative,7874
vueling,2017-10-26,neutral,7875
iberia,2017-11-24,neutral,7876
other,2017-11-13,negative,7877
ryanair,2017-12-18,negative,7878
ryanair,2017-12-18,negative,7879
other,2017-12-19,positive,7880
iberia,2017-11-24,neutral,7881
iberia,2017-12-26,neutral,7882
iberia,2018-01-03,negative,7883
iberia,2018-01-03,negative,7884
iberia,2017-12-15,positive,7885
iberia,2017-11-27,neutral,7886
other,2017-11-20,negative,7887
iberia,2017-11-20,neutral,7888
iberia,2017-11-28,negative,7889
iberia,2017-12-24,negative,7890
iberia,2017-11-21,positive,7891
iberia,2017-11-05,negative,7892
other,2017-12-14,neutral,7893
iberia,2017-12-14,neutral,7894
other,2017-11-27,neutral,7895
vueling,2017-11-27,neutral,7896
other,2017-11-27,neutral,7897
other,2017-11-27,neutral,7898
other,2017-11-27,neutral,7899
other,2017-11-27,neutral,7900
other,2017-11-27,neutral,7901
easyjet,2017-11-27,neutral,7902
iberia,2017-12-13,positive,7903
iberia,2017-12-13,positive,7904
iberia,2017-12-18,positive,7905
iberia,2017-11-27,negative,7906
iberia,2017-12-24,negative,7907
other,2017-12-24,negative,7908
other,2017-12-23,neutral,7909
vueling,2017-11-14,negative,7910
ryanair,2017-11-14,negative,7911
iberia,2017-11-02,neutral,7912
iberia,2017-11-25,positive,7913
iberia,2017-12-14,neutral,7914
iberia,2017-12-19,positive,7915
other,2017-12-03,positive,7916
iberia,2017-12-03,positive,7917
other,2017-12-03,positive,7918
other,2017-12-03,positive,7919
other,2017-12-03,positive,7920
other,2017-12-03,positive,7921
other,2017-12-03,positive,7922
other,2017-12-03,positive,7923
other,2017-12-03,positive,7924
other,2017-12-03,positive,7925
other,2017-12-22,neutral,7926
other,2017-12-22,neutral,7927
other,2017-12-22,neutral,7928
other,2017-12-22,neutral,7929
iberia,2017-10-31,negative,7930
iberia,2017-10-31,negative,7931
other,2017-11-03,neutral,7932
ryanair,2017-11-03,neutral,7933
other,2017-11-03,neutral,7934
ryanair,2017-11-30,neutral,7935
iberia,2017-11-13,neutral,7936
iberia,2017-12-22,negative,7937
other,2017-12-04,neutral,7938
iberia,2017-12-04,neutral,7939
iberia,2018-01-04,neutral,7940
other,2018-01-04,neutral,7941
other,2017-12-31,negative,7942
iberia,2017-12-31,negative,7943
iberia,2017-11-20,neutral,7944
other,2017-12-17,negative,7945
iberia,2017-12-17,negative,7946
other,2017-12-17,negative,7947
iberia,2017-12-05,negative,7948
iberia,2017-12-05,negative,7949
other,2017-12-01,negative,7950
ryanair,2017-12-01,negative,7951
iberia,2017-11-27,negative,7952
iberia,2017-12-01,negative,7953
other,2017-11-29,neutral,7954
vueling,2017-11-29,neutral,7955
ryanair,2017-11-29,neutral,7956
easyjet,2017-11-29,neutral,7957
other,2018-01-03,positive,7958
iberia,2018-01-04,neutral,7959
other,2017-12-23,neutral,7960
iberia,2017-12-19,negative,7961
iberia,2017-12-19,negative,7962
other,2017-12-01,neutral,7963
other,2017-12-01,neutral,7964
other,2017-12-01,neutral,7965
other,2017-12-01,neutral,7966
other,2017-12-01,neutral,7967
other,2017-12-01,neutral,7968
avianca,2017-12-01,neutral,7969
other,2017-12-01,neutral,7970
other,2017-12-01,neutral,7971
other,2017-12-19,negative,7972
other,2017-12-19,negative,7973
other,2017-10-31,negative,7974
iberia,2017-10-31,negative,7975
iberia,2017-11-13,neutral,7976
iberia,2017-11-27,negative,7977
other,2017-11-17,neutral,7978
other,2017-12-21,negative,7979
iberia,2017-12-21,negative,7980
other,2018-01-02,negative,7981
aena,2018-01-02,negative,7982
iberia,2018-01-02,negative,7983
iberia,2018-01-02,negative,7984
iberia,2017-12-30,negative,7985
iberia,2017-11-03,negative,7986
iberia,2017-12-18,negative,7987
iberia,2017-12-01,negative,7988
other,2017-11-21,neutral,7989
iberia,2017-12-27,neutral,7990
other,2017-12-01,neutral,7991
ryanair,2017-11-23,positive,7992
other,2017-11-24,neutral,7993
iberia,2017-11-30,negative,7994
iberia,2017-11-02,positive,7995
ryanair,2017-11-25,negative,7996
ryanair,2017-11-25,negative,7997
other,2017-11-30,negative,7998
other,2017-12-14,negative,7999
iberia,2017-12-13,negative,8000
other,2017-12-22,negative,8001
iberia,2017-12-22,negative,8002
other,2017-12-22,negative,8003
other,2017-12-24,negative,8004
iberia,2017-12-24,negative,8005
iberia,2017-11-23,negative,8006
iberia,2017-11-30,neutral,8007
iberia,2017-12-14,negative,8008
other,2017-10-26,neutral,8009
iberia,2017-10-26,neutral,8010
other,2017-10-26,neutral,8011
other,2017-12-03,negative,8012
other,2017-12-03,negative,8013
other,2017-12-03,negative,8014
iberia,2018-01-02,negative,8015
other,2017-11-23,neutral,8016
iberia,2017-11-23,neutral,8017
iberia,2017-10-25,neutral,8018
other,2017-10-25,neutral,8019
iberia,2017-12-28,positive,8020
iberia,2017-11-25,neutral,8021
other,2017-11-29,negative,8022
other,2017-11-29,negative,8023
other,2017-11-16,negative,8024
iberia,2017-11-16,negative,8025
other,2017-11-05,negative,8026
ryanair,2017-11-24,negative,8027
ryanair,2017-11-24,negative,8028
iberia,2017-12-14,neutral,8029
other,2018-01-08,negative,8030
iberia,2017-12-28,positive,8031
other,2017-12-26,positive,8032
other,2017-12-26,positive,8033
iberia,2017-12-26,positive,8034
other,2017-12-26,positive,8035
other,2017-12-26,positive,8036
other,2017-12-26,positive,8037
other,2017-12-26,positive,8038
other,2017-12-26,positive,8039
other,2017-12-26,positive,8040
other,2018-01-01,positive,8041
other,2018-01-01,positive,8042
other,2017-12-27,negative,8043
iberia,2017-12-27,negative,8044
other,2017-12-16,negative,8045
ryanair,2017-12-03,positive,8046
norwegian,2017-12-03,positive,8047
other,2017-12-17,neutral,8048
other,2018-01-01,neutral,8049
other,2018-01-01,neutral,8050
ryanair,2018-01-01,neutral,8051
ryanair,2018-01-01,neutral,8052
other,2018-01-01,neutral,8053
wizzair,2018-01-01,neutral,8054
iberia,2017-12-28,negative,8055
iberia,2017-12-17,positive,8056
other,2017-12-17,positive,8057
iberia,2018-01-02,negative,8058
iberia,2017-12-12,negative,8059
iberia,2017-11-14,neutral,8060
other,2017-12-24,neutral,8061
ryanair,2017-12-24,neutral,8062
other,2017-10-31,negative,8063
iberia,2017-10-31,negative,8064
other,2017-12-17,negative,8065
iberia,2017-12-17,negative,8066
other,2017-12-18,positive,8067
iberia,2017-12-17,negative,8068
iberia,2017-12-17,negative,8069
other,2017-12-17,negative,8070
other,2017-11-26,neutral,8071
iberia,2017-11-26,neutral,8072
other,2018-01-08,neutral,8073
vueling,2018-01-08,neutral,8074
ryanair,2018-01-08,neutral,8075
ryanair,2018-01-08,neutral,8076
other,2018-01-08,neutral,8077
iberia,2018-01-02,negative,8078
other,2018-01-02,negative,8079
other,2018-01-08,negative,8080
other,2018-01-08,negative,8081
other,2018-01-08,negative,8082
iberia,2017-12-14,positive,8083
other,2017-12-02,negative,8084
iberia,2017-12-02,negative,8085
iberia,2017-11-23,neutral,8086
iberia,2017-11-05,neutral,8087
iberia,2017-12-14,positive,8088
iberia,2017-12-16,negative,8089
iberia,2017-12-05,neutral,8090
iberia,2018-01-03,neutral,8091
iberia,2017-12-29,neutral,8092
ryanair,2017-11-28,positive,8093
other,2017-11-02,negative,8094
other,2017-11-02,negative,8095
other,2017-10-25,negative,8096
iberia,2017-10-25,negative,8097
iberia,2017-11-17,neutral,8098
other,2017-12-24,positive,8099
iberia,2017-12-17,negative,8100
avianca,2017-12-06,negative,8101
iberia,2017-12-01,negative,8102
other,2017-12-01,negative,8103
other,2017-12-15,positive,8104
other,2017-12-27,neutral,8105
other,2017-12-15,neutral,8106
other,2017-11-28,negative,8107
other,2017-11-28,negative,8108
other,2017-11-28,negative,8109
iberia,2017-11-28,negative,8110
other,2017-11-28,negative,8111
other,2017-11-28,negative,8112
other,2017-11-28,negative,8113
other,2017-11-28,negative,8114
iberia,2018-01-03,negative,8115
iberia,2017-11-05,negative,8116
other,2018-01-02,negative,8117
other,2018-01-02,negative,8118
iberia,2018-01-02,negative,8119
iberia,2017-12-13,negative,8120
aena,2017-12-13,negative,8121
iberia,2017-11-14,positive,8122
iberia,2017-12-06,negative,8123
iberia,2017-12-25,positive,8124
aireuropa,2017-12-04,negative,8125
iberia,2017-12-04,negative,8126
other,2017-12-28,neutral,8127
iberia,2017-11-22,neutral,8128
ryanair,2017-11-16,neutral,8129
iberia,2017-11-30,negative,8130
iberia,2017-11-30,negative,8131
klm,2017-11-15,neutral,8132
other,2017-11-15,neutral,8133
other,2017-11-15,neutral,8134
lufthansa,2017-11-15,neutral,8135
iberia,2017-11-15,neutral,8136
iberia,2017-11-07,negative,8137
other,2018-01-03,neutral,8138
iberia,2017-12-19,neutral,8139
ryanair,2018-01-01,neutral,8140
iberia,2017-11-15,negative,8141
other,2017-11-15,negative,8142
other,2017-10-26,positive,8143
iberia,2017-11-24,neutral,8144
iberia,2017-11-05,neutral,8145
other,2017-11-21,negative,8146
other,2018-01-04,positive,8147
iberia,2018-01-04,positive,8148
iberia,2017-12-03,negative,8149
ryanair,2017-12-22,negative,8150
ryanair,2017-12-22,negative,8151
iberia,2017-12-25,negative,8152
iberia,2017-12-27,negative,8153
iberia,2017-12-27,negative,8154
other,2017-12-15,neutral,8155
iberia,2017-12-15,neutral,8156
ryanair,2017-11-21,positive,8157
ryanair,2017-11-21,positive,8158
other,2017-11-24,positive,8159
iberia,2017-11-24,positive,8160
other,2017-10-31,neutral,8161
iberia,2017-10-31,neutral,8162
ryanair,2017-12-21,negative,8163
other,2017-12-21,negative,8164
other,2017-12-21,negative,8165
ryanair,2017-12-21,negative,8166
iberia,2017-12-18,negative,8167
other,2017-11-13,neutral,8168
other,2017-11-13,neutral,8169
other,2017-11-13,neutral,8170
other,2017-11-13,neutral,8171
other,2017-11-13,neutral,8172
other,2017-11-13,neutral,8173
other,2017-11-13,neutral,8174
other,2017-11-13,neutral,8175
other,2017-11-13,neutral,8176
iberia,2017-11-20,positive,8177
iberia,2017-11-27,negative,8178
iberia,2017-12-05,negative,8179
iberia,2018-01-04,neutral,8180
iberia,2017-11-24,negative,8181
other,2017-11-24,negative,8182
other,2017-12-01,neutral,8183
iberia,2017-12-05,negative,8184
iberia,2017-12-13,neutral,8185
ryanair,2017-11-25,neutral,8186
spanair,2017-12-26,neutral,8187
other,2017-12-02,positive,8188
iberia,2017-12-02,positive,8189
other,2017-12-29,negative,8190
iberia,2017-12-29,negative,8191
vueling,2017-12-30,negative,8192
iberia,2017-12-30,negative,8193
vueling,2017-12-30,negative,8194
iberia,2017-12-03,negative,8195
iberia,2017-12-03,negative,8196
iberia,2017-10-26,positive,8197
other,2017-10-26,positive,8198
iberia,2017-11-30,positive,8199
other,2018-01-03,negative,8200
iberia,2018-01-03,negative,8201
iberia,2018-01-03,negative,8202
iberia,2017-11-22,neutral,8203
iberia,2017-11-27,negative,8204
iberia,2017-10-25,negative,8205
other,2017-12-29,positive,8206
other,2017-12-29,positive,8207
iberia,2017-12-29,positive,8208
other,2017-12-29,positive,8209
iberia,2017-12-28,negative,8210
other,2017-11-14,positive,8211
iberia,2017-11-14,positive,8212
iberia,2017-12-04,negative,8213
other,2017-12-04,neutral,8214
iberia,2017-12-04,neutral,8215
other,2017-12-04,neutral,8216
other,2017-12-04,neutral,8217
other,2017-12-04,neutral,8218
other,2017-12-04,neutral,8219
other,2017-12-04,neutral,8220
other,2017-12-04,neutral,8221
other,2017-12-04,neutral,8222
aireuropa,2018-01-04,neutral,8223
norwegian,2018-01-04,neutral,8224
other,2018-01-04,neutral,8225
iberia,2018-01-04,neutral,8226
iberia,2018-01-04,negative,8227
other,2018-01-04,neutral,8228
other,2017-11-04,neutral,8229
other,2017-11-04,neutral,8230
other,2017-11-04,neutral,8231
other,2017-11-04,neutral,8232
ryanair,2017-11-04,neutral,8233
ryanair,2017-11-04,neutral,8234
easyjet,2017-11-04,neutral,8235
iberia,2017-11-04,neutral,8236
other,2017-11-04,neutral,8237
other,2017-11-24,neutral,8238
other,2017-12-14,neutral,8239
iberia,2017-12-14,neutral,8240
iberia,2017-10-27,negative,8241
iberia,2017-11-05,negative,8242
other,2018-01-03,negative,8243
other,2018-01-03,negative,8244
iberia,2018-01-03,negative,8245
iberia,2018-01-03,negative,8246
other,2017-12-24,neutral,8247
iberia,2017-11-14,positive,8248
other,2017-11-17,neutral,8249
